,t=0,t=2,t=4
0,1.019368279102507,1.6806541644330082,4.3920042607327865
1,1.6157280730615207,2.6638852417233894,3.5422944617347434
2,1.303137307048091,2.148510196772656,2.770930269590973
3,0.44363379171754336,0.7314284688059636,1.205921674515816
4,0.30517798417025555,0.5031534338507904,0.8295597688154805
5,2.1132667093165667,3.484187774312184,5.744454494620824
6,0.8391181445127801,1.3834719334884087,2.2809596041585434
7,1.16166207870719,1.9152569785299498,3.157724919358698
8,0.807991857690704,1.332153362326962,2.1963495843027943
9,0.9550395914316198,1.5745940887537928,2.5960667668466684
10,0.6666326043740874,1.0990913545735639,1.8120952947277653
11,2.8869084770619162,4.75970741269579,7.847430853619399
12,1.4727005050790904,2.4280726480943358,4.0032150217176525
13,2.1884044304336427,3.608068933349717,5.948699996565059
14,3.2908507039878088,5.425695554362315,8.94545966881863
15,1.1030047407703776,1.8185473777909362,2.9982777435393912
16,0.8719244746110657,1.437560427735072,2.524813190460436
17,1.5289666017138883,2.5208397584354154,4.810154338315426
18,0.8265028233354943,1.3626727851267093,4.10955320486146
19,2.5094094365897037,1.531376610061375,3.891907301570014
20,0.9288268655691065,2.492570016469147,2.370136455123194
21,1.511820136469274,2.917506084138578,4.156162129758164
22,1.7695568899284546,1.1668192237540076,2.2466676058422372
23,0.7077116335490071,2.360561103162016,3.065275827164355
24,1.4317526831931002,1.8591837696515587,4.611509477313259
25,1.1276519583340006,2.7970218855462803,3.9940941645818597
26,1.6964795294713402,2.422540568598617,6.821282071643173
27,1.469345129252997,4.1373167150003844,3.0255228839733914
28,1.1130276678079147,1.8350723907923279,3.5557015372198792
29,1.3080694944852995,2.1566419991115504,3.5211360846062876
30,1.29535357509399,2.1356769923345382,2.50623986676999
31,0.9219941216292665,1.520111319790365,2.7807983927499187
32,1.315915202490938,2.169577384784131,2.550921042582395
33,1.02299855873559,1.6866394836827203,3.9601713993277814
34,0.9384314076179666,1.5472118228326015,4.173629177917802
35,1.1443706216240046,1.886748185435554,4.446490505274884
36,1.315688634379829,2.401965371409781,3.129323821472969
37,1.4568656413283172,2.6969328195707467,3.1107218657818687
38,1.635772442255152,1.8980308418927627,3.5764125067435315
39,1.1512138986883413,2.5314340586787654,4.140737703690016
40,1.5353923696296923,1.0408262476429706,6.442994018600405
41,0.6312930306292164,2.1692038371200204,2.233994539313405
42,1.5232922724714717,2.5114843711164947,6.099000454976084
43,2.3702450390344194,3.907873412626855,2.1115620324031243
44,0.8218406627029332,1.3549861817244122,1.139911137384694
45,0.9536531058101717,3.699230769544838,3.121824613276929
46,0.7768002604795385,1.2807271125378281,2.364610148742596
47,1.1484550941679308,1.8934823421982958,0.7440180762406111
48,1.2900805189928846,0.6913910541718332,3.937554964987828
49,0.8698914601080256,1.4342085534802675,3.9942909111545695
50,0.2737089541089685,2.422659901427157,5.026171448806083
51,1.469417508272173,0.4512697746204343,5.459862568036999
52,2.6098915198415304,4.302983662981936,1.7160323735916823
53,0.42558629615256294,0.7016731789851084,2.341218514956966
54,1.0118531087060252,1.6682637431474332,3.757520651062607
55,1.4485455201020447,2.3882478105692475,3.974854409635179
56,0.41934987220633596,3.0485270846736032,3.452039547329005
57,1.8490251438191636,3.3115740453323226,1.9237596732647373
58,2.008571190402981,1.420020810408492,3.57702838272299
59,0.8612861589428815,2.2790514793731633,3.1040576419955626
60,1.3823145973034625,2.41087106733802,2.8363950587719944
61,1.4622672189548895,2.093767823995824,2.743257148883696
62,1.269934379573416,1.7203605662029116,3.030299150787952
63,1.2534443847619894,1.8827061293858898,1.3836032865366068
64,1.315491826062687,1.8379693430543285,1.727071620980153
65,1.141918990701619,0.8391978141637348,2.7923456941962144
66,1.0434514291628147,1.6936432760468472,1.1124453640354945
67,0.6353541427894077,1.0475218896442031,4.162146305333978
68,1.0091879069212142,1.6638695682741058,2.527425495662858
69,1.114784758174541,0.6747322205428151,4.563091666921598
70,0.50899920385422,1.341773935550432,2.212211228012658
71,1.0272465735387029,0.48214900627432494,4.051475418202955
72,0.9297878789472297,1.2953922551904,3.2756838143623868
73,0.4092457788552675,2.4573440582125157,3.975535766985413
74,1.5311680568805355,1.5329610532591949,7.407980720374042
75,1.6786676124416275,2.524469344395123,1.919275175851183
76,0.8138270303147526,2.767654999067526,4.0558575247160125
77,1.4904545127688242,2.4600019401668307,1.4422312620949496
78,0.7060618791465264,1.1640992385792437,4.769663918356064
79,1.4920665996639608,2.411284331461214,1.392618543871965
80,1.2050567310823652,4.493167433467605,2.2500991834122246
81,1.4625178763161457,0.8446658441428428,2.781702791795417
82,2.725243807620919,1.9868026649355082,2.851639460963407
83,1.7546612968609872,0.8747574788568241,5.43560832403283
84,0.5305672307396917,2.8929474030085047,2.971951386454386
85,0.5123157316847639,1.729606763521019,2.1781804302126573
86,0.8277652301742384,1.6871880294324282,0.7949293222912733
87,1.023331268551094,3.296863102715539,2.1357407650323177
88,1.0490595313219602,1.8025796350603012,2.7412437108407213
89,0.8013077994374496,1.3211332133102445,2.4687171560213867
90,1.9996485526726182,1.3647541421340568,3.388352028212145
91,1.0933198152378631,1.6626483563695929,3.2297341688329038
92,0.2924381548554005,1.4973526452857746,3.4882471007791267
93,0.7856951191273822,1.4578357829306439,2.5494314910531677
94,0.9734430871086133,2.055139391010527,2.403564864505177
95,1.0084472044591326,1.958932796119004,4.456388621039804
96,0.9081902877677988,2.1157288152765537,6.3213297094372205
97,0.9378834322338242,1.5463083641609292,2.2981450765438733
98,1.2465050506312356,2.7029363302555653,4.939125151764303
99,1.1881528011629678,3.8340802789265567,2.654236982880007
100,1.2832543941029668,2.4850262375543446,1.31579834871395
101,0.8842220991737473,0.7379652537704573,2.572067335710151
102,1.6394137555513868,3.31112817090494,4.250540614140978
103,2.325487240968854,1.3938954493917395,4.828901241958093
104,0.9764392179987462,2.995730836703298,3.822558413687762
105,0.8454403264901541,1.609876108260105,4.030377071047146
106,1.8170026007073967,2.5780832028306455,1.2002668846467703
107,2.008300753892374,0.798072040494395,3.316820986192423
108,0.9462106941167261,1.5600376979538162,1.2586675698703222
109,1.7764534903642395,2.9288766559725055,2.9303567416191276
110,1.482692864607498,2.4445472637933165,3.5259988304014005
111,1.406240653073094,2.3184988764444707,2.1175751906782283
112,1.5636865058072167,1.7773512076879392,4.09711561610319
113,0.48405516121935466,0.727998665376122,1.216699010928792
114,0.779012377785509,2.011753620904293,5.459127445384404
115,0.4415535107805766,1.8410618485850205,3.425703759251759
116,1.220190250866584,0.763420471512476,1.8400701212693393
117,1.1166604575941814,2.1386263967497356,2.6460926547256047
118,0.46303792222462814,1.2843742773933882,7.094420692632386
119,1.0780180005401734,2.0777943610793175,1.1568634952723584
120,1.2971424792996944,1.1160589445711966,2.7505019184646313
121,1.5072446032673315,1.6049363235317642,3.4072150940814114
122,0.4475985522144841,2.0665804187964025,3.575877526271303
123,1.2602459845728176,2.1688793550612844,2.0974437045343413
124,0.6769239679290684,1.272163913821489,2.331154715430333
125,1.7802466187513766,1.4139168074423962,4.142266218582845
126,0.771606417912921,1.0770329267622873,2.9942384073486514
127,0.8575838939969512,1.737291988116214,2.475504269610105
128,1.5238545816760758,1.440000964870748,2.5128093546222514
129,1.1015187520298437,0.871055843908032,3.869783277522755
130,0.910687127321959,1.5720352039054746,1.7757270955971
131,0.9244109011491298,0.9285826105552931,3.1924582514497266
132,1.4236137095900805,1.445678413857832,2.8643102542236667
133,0.6532534916014947,1.9363238093571957,1.5309739016245263
134,0.8768482820896454,2.7575816160144027,2.3835207515190477
135,1.174439757506856,2.5860154560403883,2.3741602206107464
136,1.0537208556657962,5.270036433654048,4.546483466013852
137,0.5632138233779108,0.8615935107508115,4.263618688732396
138,0.5283220756521778,1.3404464951871795,8.688821165528507
139,0.8734047352100467,1.4618724913822876,1.6607366392196445
140,1.6725577967729162,2.8329304483446314,5.0703771666582504
141,0.9534875493164016,2.640514276068949,2.4102202715930043
142,1.5684976605794996,1.024246740690484,4.353472052541554
143,3.1964386748143103,2.796425399377834,4.002250643581539
144,0.6109508667692621,2.4274877231872116,1.688697387821428
145,1.0746101048596741,6.969180100082408,4.61052603787964
146,1.8652875185993218,1.8872050828422742,2.921093120717473
147,1.6015528658449785,1.0072876893949743,1.4205275478718278
148,0.8130218970355029,1.7717325375911057,11.49023547034405
149,0.8866704866139824,3.0753392078856825,3.111475162254952
150,1.718259173754749,2.5372906402633517,1.4361282978186034
151,1.472345730189275,0.8653158435307671,2.5918478789679633
152,1.144647743909561,0.8052047149675112,2.531919195251438
153,0.6212370513396559,0.7756452018899324,6.119065266702589
154,1.6961177423220972,1.912674581008698,1.327558140834714
155,0.5225828804798817,0.8797517265209485,3.153467265635971
156,4.22702140375982,1.3541505253411874,1.450465384450057
157,0.4883813469730298,2.3701880215978908,3.9077794067665392
158,1.9482458256989803,1.8236105533191596,1.278822742872231
159,2.5345614336826627,1.9588492168425236,3.006625508730058
160,0.9314410186406429,1.8283434292011207,2.232616774859368
161,2.2510783108067276,1.353419070125081,4.183285048549728
162,1.4375917043830004,1.3784914911086408,1.4266646371027436
163,0.47045259600531625,2.6867949099827175,3.7538365957703204
164,1.1600957754349672,2.369339581214861,2.8297657515604215
165,0.5335963950701791,1.021840527528158,3.2295963699019685
166,0.8213338114855159,2.6942228045192103,4.429775918096538
167,1.1060757119637812,2.5341684750669273,3.9063805650599837
168,1.5389445659218663,1.2493781406245321,1.6847302129988624
169,0.5248405894366248,1.8533776094165109,4.442022445815488
170,1.3809593091013908,1.1012801836177626,3.014428701868187
171,1.5047130483728146,2.276816986886357,2.231410809086038
172,1.041012643330463,4.488907249808578,2.2727482428695924
173,1.1881021077692795,0.9556184981092407,7.400956864958285
174,1.6296234892646115,1.7163396881264013,1.5755485445069624
175,1.4370770992777049,2.4808524091519057,4.0902341364356465
176,0.8360973535105096,5.057571159285001,2.210022648850218
177,0.6197776092828273,1.8759594550608,4.670712688599081
178,1.6341287350381566,3.2121143333822744,8.33852514839144
179,1.5370508770055804,4.178785347608055,3.092934256529242
180,1.1089463462948095,1.5356866198351904,5.295881225367295
181,0.8208901614707799,3.7114006930382977,6.889652288290232
182,2.722659875615648,2.385860915354983,1.8700750587144197
183,0.5796119180918584,2.54669180326638,3.608849205671318
184,3.067571971785153,3.2146818159681354,4.198784945962287
185,1.1378269258723728,3.564034837514485,2.821908473303491
186,0.6879621675487275,0.9962586162369236,4.409307053169933
187,1.327621429054784,4.434742844778352,2.112539661682483
188,2.161696401236841,1.456572218056923,7.649906515907945
189,1.4470977949730726,3.885403082764525,2.4014815982209448
190,0.6042613957506826,2.4627416033335,5.876100046125297
191,2.6898075032997033,2.2029235009061665,1.6425527717078243
192,1.9498030826056714,1.2813200746695632,3.933619640077208
193,1.5446466595201025,2.607750467836572,5.300114288518699
194,1.6220934146740527,4.639902845834391,7.311654858270128
195,2.8142433340869286,1.711574007961725,6.405946707796802
196,1.0381221121962165,2.6743799158351904,4.060374465653378
197,0.8834557083373209,0.7084865519543988,1.1680968482120426
198,0.7771599101925074,2.0846953679298514,6.145635369177116
199,1.581680611623121,2.3030573485915147,3.4370815960354153
200,1.4937282893718793,2.039756560927398,2.29853425893878
201,0.4297188157544644,3.727516274820852,2.1062135356595135
202,1.2644316568105383,1.3941315004464503,3.797099638264559
203,1.3968748929974302,1.2774830852794528,3.3629900290505024
204,0.8455834986920713,1.6711691756643963,2.3533353620260438
205,0.7748326584864058,2.20177478018604,4.299453664999692
206,2.2608529052570616,1.427370049654909,3.632006833668642
207,1.2371748925526398,1.9656083227378334,2.525675777540955
208,0.865743697871387,1.4868234878353512,2.6660491845399714
209,1.1922017127270412,1.5318997955724227,2.1993969297882963
210,0.9018040309531384,1.6170405707256248,9.41506286003001
211,1.3361406443013206,0.6603573598443158,4.929398039661429
212,2.3566160950390604,2.1559664045083498,3.8231036816811397
213,0.9291441936223459,3.97054541485152,5.066297645750028
214,0.4350522982057866,2.4615564482384453,4.058420475239184
215,1.3076597256449702,1.422854127632944,5.529268946211571
216,0.980784684144428,1.3038313599718874,1.08874522543852
217,0.40052698511254176,3.0728648533778613,3.5545876700272814
218,2.408257529889094,3.3536711416748055,6.5463226817453615
219,0.8091129134449516,1.3340016707946432,2.3458898653315026
220,1.8134241961427509,2.989831044982443,1.115545889992272
221,3.46360806354298,5.71052428773086,2.1496544965911997
222,1.4930094564702292,2.318829598200246,2.9639730253926504
223,2.034104370019586,0.5186508907233245,1.0155383084968717
224,1.406441245957834,3.6763043823173014,6.061201232693686
225,1.8637867467273204,1.7977405144621452,4.65305654538292
226,0.8630046527081924,0.6159551202161624,0.8551107556029668
227,0.4103863986115898,1.85695914462859,5.372766072606251
228,0.3145776669110244,1.5110555450129766,3.3734614977427975
229,2.229791322311816,1.2752316439334894,3.274418733603531
230,1.0903847402290625,1.9860353546683138,2.1025015364226327
231,0.37359566541813266,1.593831881955077,3.0616080405697033
232,1.9765301803359614,3.3868326696851847,2.4913094182718627
233,1.2410271306033887,1.6715066511941936,2.4513575101702476
234,0.7734670902815193,1.3802704322582287,2.7552921668558716
235,1.2045913338797762,3.2587473505000673,7.666966572766688
236,1.1263026550511765,2.0461078277414204,3.2407402515625816
237,0.9165015165792997,2.8222214561516603,3.6301129133832486
238,0.7908136949178866,0.676612784596814,1.1825947566419077
239,1.7117638416550789,2.75752035112875,5.818784889460165
240,1.0136153426073233,1.235029868262068,4.546382457293669
241,2.8205193782704607,0.7172799779187926,2.036220013753319
242,1.6725206377413806,4.650250293375604,4.178137468379823
243,1.3354439099650763,3.5292714377307535,1.81570406373083
244,2.140611333432076,1.1342578590744101,2.0598763155951176
245,0.7490834807619174,2.188877689519558,3.0557030872838036
246,0.6679601962982535,2.935130467426856,3.035397830436121
247,0.7577861478636703,2.5124114622627944,4.839212033926014
248,1.1241303441362276,1.8160973965463647,2.2756812209821717
249,3.152493233508165,2.347142204261164,2.62778452569888
250,0.6390343530134722,1.501469237768295,2.7558485699401722
251,0.943290569010362,1.5240959155913663,5.583943062811189
252,0.7619103368396413,5.197582649822269,3.154536632953849
253,1.1604891736863059,1.053589530521203,3.6554976756635504
254,1.3447824421270653,1.913323185073487,8.569365070982379
255,1.4470665661481517,1.6442470233095707,1.7370754695570505
256,0.985384342168935,1.5552232255780498,2.564129612696954
257,0.9447705801677454,1.256177778713689,2.071087023545811
258,0.9972862317786496,2.12661227198829,3.506190887358446
259,1.2898555442822504,2.4068688574357515,2.710905041615424
260,1.459839755942541,2.217171416798604,3.9682558810394215
261,1.5065961347535248,2.385809427727036,3.319593406873818
262,0.7670552672576426,1.5576633514540335,4.095352895926029
263,1.2212101674375477,1.6246241247485251,2.407448727246655
264,0.8856508924286853,1.2646603349300403,3.164759699313642
265,1.2392109766433095,2.0134351790491913,5.126224967694476
266,1.1642500296258347,1.4601914647614787,6.20187725859288
267,1.885832776435049,1.9195237882569895,3.373174062446962
268,2.281543140105787,3.1092126114915293,2.235390878048419
269,0.6828227076880757,2.043113496076509,2.085072394409598
270,0.4358128705180731,1.1257843222822121,3.3685246794352413
271,2.6287356932339896,1.709517617866921,3.933534751329771
272,1.2409213890674415,2.660215376927415,2.678552351364983
273,0.8223543470164427,0.7185339496678693,2.5681527001318893
274,0.9519799415007535,4.3340524524829815,2.5877497760382417
275,2.884975799096071,3.761628705111757,7.842177290224656
276,1.620381697161702,2.045933489421796,4.404654122560623
277,2.5623803221071997,1.355833103978527,6.965271867182729
278,5.359790239876773,4.756520965424106,14.569420413404925
279,1.0368748485553643,1.5695495788319467,2.818518059213447
280,1.6135021875457658,2.671557770763173,1.5147037942137869
281,1.0049831422688014,4.2246509406807995,2.2195182949632275
282,0.5572283853557809,8.836800174974561,2.1199535113045833
283,0.8165151500211293,2.4839570937224327,4.385953676583081
284,0.8025660592249483,1.656937083353321,2.7318274135360436
285,0.779887313048389,0.9187142915738491,2.1816007349284616
286,1.0047672725576364,1.3462058956885619,2.731240618822779
287,1.3301848708361224,1.2858168017718803,3.4696264195055297
288,0.7501272278296381,1.323207732985931,3.6158173628837016
289,1.617638546921676,2.1044348011793947,6.03638228285955
290,1.1072065418607533,3.6612509283010155,2.0390572124410036
291,0.8454976015833078,1.236750716253828,9.509324274871211
292,2.220660940916296,5.7676967258600005,4.6729540548151745
293,1.2764042282817618,1.8254749766238272,2.9293017514305215
294,0.9848639057319761,1.3939898800561343,2.5848374840555217
295,1.0776298913390883,1.6565811743688046,3.256305920315991
296,0.8684228817450195,2.193104090510581,2.3606181388649046
297,0.9509085691536723,2.667035080613799,2.67713765845548
298,1.1979280022494627,1.7767113237928276,1.3464614529713237
299,0.847457725074777,1.5677831844544163,2.303628934457202
300,0.4953354868781053,1.975049378075684,4.025082135736993
301,1.3430665483941413,1.3972215773497056,4.0643385255717455
302,1.0179753791070387,0.8166701533484393,3.0096994230899723
303,0.910787987279776,2.4651459272109157,2.2983007663889783
304,1.0270849027950755,2.4413357231864503,4.397197467110695
305,1.4807449667645554,1.501635527726079,1.1846622065374721
306,1.4951865855193038,1.6933767260528638,1.8561045583671472
307,3.4982849001588185,1.8252080402503212,7.1456444667376156
308,1.71908372630588,0.9194301768858685,1.5158840895550423
309,1.2311622876681736,2.2143423863028247,2.961954402632562
310,0.7633620313225962,1.67835766058248,2.579198056995069
311,0.9216138439208139,1.431787277095586,3.3466460744514483
312,1.0896421304160848,2.8342899056744097,3.009259319413087
313,0.9488339398780948,1.6237660701248204,1.649363881084141
314,0.8593197382296724,2.0298434513620762,2.3368755562535175
315,0.6067670628618258,1.2585712182861934,3.1165471639171702
316,1.1465136290466458,1.0003897629003318,5.053480018769877
317,1.1226907049615384,1.002044161110904,2.0750331382790406
318,0.8596884737220526,1.4167787307514867,2.50520616478547
319,0.7877658839669115,1.5194843478437083,2.335873229265123
320,0.6077705060999219,1.890281407356512,1.6520915226042265
321,2.0018546478012147,1.4173866728010465,2.6813436700901017
322,0.9145082804966367,1.298806369227978,3.871890748215815
323,1.2013430409125774,1.8510040456871195,2.4858912408485256
324,4.23855435008814,1.5462630802830448,3.905871730002192
325,1.301909323878184,1.5077692542859567,2.549356830560559
326,0.7047328540002467,1.9806798249597952,5.4416051123326215
327,0.7497084632901203,2.146485594800395,2.0379188924028218
328,0.6204047524596881,1.161908046551213,3.2655889578573554
329,0.926675632653996,1.0228745118235556,2.518965533118382
330,0.8084187908478588,1.4845235474164327,2.197510108945901
331,1.981077261031205,2.0828102353203133,3.5389564573982626
332,0.5565206334984789,1.9970779890930348,1.9156625109462944
